Title,Budget,Genres
Blood Diamond,100000000,All Movies
Eragon,100000000,All Movies
American Gangster,100000000,All Movies
Fred Claus,100000000,All Movies
Land of the Lost,100000000,All Movies
The Taking of Pelham 1 2 3,100000000,All Movies
Cloudy with a Chance of Meatballs,100000000,All Movies
Where the Wild Things Are,100000000,All Movies
Cutthroat Island,98000000,All Movies
The Mummy Returns,98000000,All Movies
The Mask of Zorro,95000000,All Movies
The Road to El Dorado,95000000,All Movies
Hollow Man,95000000,All Movies
Lara Croft Tomb Raider: The Cradle of Life,95000000,All Movies
Driven,94000000,All Movies
Finding Nemo,94000000,All Movies
The Lord of the Rings: The Return of the King,94000000,All Movies
Jurassic Park III,93000000,All Movies
The Lord of the Rings: The Fellowship of the Ring,93000000,All Movies
Metropolis,92620000,All Movies
Twister,92000000,All Movies
Charlie's Angels,92000000,All Movies
Spy Game,92000000,All Movies
Black Hawk Down,92000000,All Movies
The Incredibles,92000000,All Movies
Tropic Thunder,92000000,All Movies
Die Hard: With a Vengeance,90000000,All Movies
Judge Dredd,90000000,All Movies
The Devil's Own,90000000,All Movies
The Fifth Element,90000000,All Movies
Men in Black,90000000,All Movies
Contact,90000000,All Movies
Mulan,90000000,All Movies
Meet Joe Black,90000000,All Movies
Enemy of the State,90000000,All Movies
Babe: Pig in the City,90000000,All Movies
Payback,90000000,All Movies
The Insider,90000000,All Movies
Toy Story 2,90000000,All Movies
Supernova,90000000,All Movies
Mission to Mars,90000000,All Movies
Gone in Sixty Seconds,90000000,All Movies
Cast Away,90000000,All Movies
Rush Hour 2,90000000,All Movies
The Haunted Mansion,90000000,All Movies
The Stepford Wives,90000000,All Movies
The Departed,90000000,All Movies
Flags of Our Fathers,90000000,All Movies
The Spiderwick Chronicles,90000000,All Movies
You Don't Mess with the Zohan,90000000,All Movies
Ice Age: Dawn of the Dinosaurs,90000000,All Movies
Sherlock Holmes,90000000,All Movies
Cinderella Man,88000000,All Movies
The Brothers Grimm,88000000,All Movies
Hannibal,87000000,All Movies
Seabiscuit,87000000,All Movies
Arthur and the Invisibles,86000000,All Movies
Awake,86000000,All Movies
Last Action Hero,85000000,All Movies
Hercules,85000000,All Movies
Air Force One,85000000,All Movies
What Dreams May Come,85000000,All Movies
102 Dalmatians,85000000,All Movies
Ocean's Eleven,85000000,All Movies
Collateral Damage,85000000,All Movies
Showtime,85000000,All Movies
The Rundown,85000000,All Movies
Bewitched,85000000,All Movies
Memoirs of a Geisha,85000000,All Movies
The Fast and the Furious: Tokyo Drift,85000000,All Movies
Open Season,85000000,All Movies
The Holiday,85000000,All Movies
Charlotte's Web,85000000,All Movies
The Good Shepherd,85000000,All Movies
Ocean's Thirteen,85000000,All Movies
Surf's Up,85000000,All Movies
I Now Pronounce You Chuck & Larry,85000000,All Movies
Enchanted,85000000,All Movies
Hellboy II: The Golden Army,85000000,All Movies
Jumper,85000000,All Movies
Horton Hears a Who!,85000000,All Movies
Fast & Furious,85000000,All Movies
It's Complicated,85000000,All Movies
Nutty Professor II: The Klumps,84000000,All Movies
Scooby-Doo,84000000,All Movies
The Flintstones in Viva Rock Vegas,83000000,All Movies
Click,82500000,All Movies
Man on the Moon,82000000,All Movies
The 6th Day,82000000,All Movies
The Longest Yard,82000000,All Movies
Red Cliff,80341000,All Movies
Mission: Impossible,80000000,All Movies
Space Jam,80000000,All Movies
Daylight,80000000,All Movies
Ransom,80000000,All Movies
The Manchurian Candidate,80000000,All Movies
Batman Returns,80000000,All Movies
Face/Off,80000000,All Movies
Flubber,80000000,All Movies
The Postman,80000000,All Movies
Lost in Space,80000000,All Movies
Message in a Bottle,80000000,All Movies
Analyze This,80000000,All Movies
Life,80000000,All Movies
The Mummy,80000000,All Movies
The Haunting,80000000,All Movies
Fantasia 2000,80000000,All Movies
The Legend of Bagger Vance,80000000,All Movies
Red Planet,80000000,All Movies
Thirteen Days,80000000,All Movies
Evolution,80000000,All Movies
The Time Machine,80000000,All Movies
Spirit: Stallion of the Cimarron,80000000,All Movies
Lilo & Stitch,80000000,All Movies
Road to Perdition,80000000,All Movies
Bruce Almighty,80000000,All Movies
S.W.A.T.,80000000,All Movies
Looney Tunes: Back in Action,80000000,All Movies
Timeline,80000000,All Movies
Something's Gotta Give,80000000,All Movies
The Manchurian Candidate,80000000,All Movies
Exorcist: The Beginning,80000000,All Movies
A Sound of Thunder,80000000,All Movies
Spanglish,80000000,All Movies
The Interpreter,80000000,All Movies
Meet the Fockers,80000000,All Movies
The Great Raid,80000000,All Movies
Ice Age: The Meltdown,80000000,All Movies
The Wild,80000000,All Movies
Over the Hedge,80000000,All Movies
The Invasion,80000000,All Movies
Get Smart,80000000,All Movies
Eagle Eye,80000000,All Movies
Four Christmases,80000000,All Movies
The Day the Earth Stood Still,80000000,All Movies
Bedtime Stories,80000000,All Movies
Red Cliff Part II,80000000,All Movies
Public Enemies,80000000,All Movies
Surrogates,80000000,All Movies
Nine,80000000,All Movies
The Lord of the Rings: The Two Towers,79000000,All Movies
Cold Mountain,79000000,All Movies
Duplicity,78146652,All Movies
Red Dragon,78000000,All Movies
Daredevil,78000000,All Movies
The League of Extraordinary Gentlemen,78000000,All Movies
The Adventures of Rocky & Bullwinkle,76000000,All Movies
2 Fast 2 Furious,76000000,All Movies
Children of Men,76000000,All Movies
The Rock,75000000,All Movies
Independence Day,75000000,All Movies
Con Air,75000000,All Movies
Conspiracy Theory,75000000,All Movies
Sphere,75000000,All Movies
Deep Impact,75000000,All Movies
Practical Magic,75000000,All Movies
Soldier,75000000,All Movies
Virus,75000000,All Movies
Forces of Nature,75000000,All Movies
The Out-of-Towners,75000000,All Movies
The Astronaut's Wife,75000000,All Movies
Three Kings,75000000,All Movies
Backdraft,75000000,All Movies
Titan A.E.,75000000,All Movies
X-Men,75000000,All Movies
Unbreakable,75000000,All Movies
Vertical Limit,75000000,All Movies
Monkeybone,75000000,All Movies
Osmosis Jones,75000000,All Movies
Bandits,75000000,All Movies
Domestic Disturbance,75000000,All Movies
We Were Soldiers,75000000,All Movies
Anger Management,75000000,All Movies
Hollywood Homicide,75000000,All Movies
50 First Dates,75000000,All Movies
The Bourne Supremacy,75000000,All Movies
Shark Tale,75000000,All Movies
Robots,75000000,All Movies
Madagascar,75000000,All Movies
The Legend of Zorro,75000000,All Movies
Lady in the Water,75000000,All Movies
Monster House,75000000,All Movies
Déjà Vu,75000000,All Movies
The Simpsons Movie,75000000,All Movies
Charlie Wilson's War,75000000,All Movies
Wanted,75000000,All Movies
Valkyrie,75000000,All Movies
Funny People,75000000,All Movies
Alvin and the Chipmunks: The Squeakquel,75000000,All Movies
Two Brothers,74500000,All Movies
The Lost World: Jurassic Park,73000000,All Movies
Snake Eyes,73000000,All Movies
The Bone Collector,73000000,All Movies
Talladega Nights: The Ballad of Ricky Bobby,72500000,All Movies
Braveheart,72000000,All Movies
The Last Castle,72000000,All Movies
The Majestic,72000000,All Movies
Signs,72000000,All Movies
Jarhead,72000000,All Movies
Doctor Dolittle,71000000,All Movies
Cliffhanger,70000000,All Movies
The Abyss,70000000,All Movies
Die Hard 2,70000000,All Movies
Mars Attacks!,70000000,All Movies
Seven Years in Tibet,70000000,All Movies
Alien: Resurrection,70000000,All Movies
Hard Rain,70000000,All Movies
Six Days Seven Nights,70000000,All Movies
Saving Private Ryan,70000000,All Movies
The Siege,70000000,All Movies
Star Trek: Insurrection,70000000,All Movies
The Prince of Egypt,70000000,All Movies
A Civil Action,70000000,All Movies
Runaway Bride,70000000,All Movies
The Iron Giant,70000000,All Movies
Chill Factor,70000000,All Movies
Double Jeopardy,70000000,All Movies
Who Framed Roger Rabbit,70000000,All Movies
Hook,70000000,All Movies
What Women Want,70000000,All Movies
Dr. Dolittle 2,70000000,All Movies
Hart's War,70000000,All Movies
Bad Company,70000000,All Movies
xXx,70000000,All Movies
Ballistic: Ecks vs. Sever,70000000,All Movies
I Spy,70000000,All Movies
Tears of the Sun,70000000,All Movies
Big Fish,70000000,All Movies
Man on Fire,70000000,All Movies
AVP: Alien vs. Predator,70000000,All Movies
Sky Captain and the World of Tomorrow,70000000,All Movies
The Phantom of the Opera,70000000,All Movies
Hitch,70000000,All Movies
Munich,70000000,All Movies
Rumor Has It...,70000000,All Movies
Basic Instinct 2,70000000,All Movies
The Guardian,70000000,All Movies
Dreamgirls,70000000,All Movies
Next,70000000,All Movies
Stardust,70000000,All Movies
The Bourne Ultimatum,70000000,All Movies
The Kingdom,70000000,All Movies
The Brave One,70000000,All Movies
Beowulf,70000000,All Movies
Dragon Wars: D-War,70000000,All Movies
Fool's Gold,70000000,All Movies
Babylon A.D.,70000000,All Movies
Body of Lies,70000000,All Movies
Yes Man,70000000,All Movies
Inglourious Basterds,70000000,All Movies
Couples Retreat,70000000,All Movies
Planet 51,70000000,All Movies
The Saint,68000000,All Movies
Mystery Men,68000000,All Movies
Enemy at the Gates,68000000,All Movies
The Score,68000000,All Movies
Vanilla Sky,68000000,All Movies
The Sum of All Fears,68000000,All Movies
Dreamcatcher,68000000,All Movies
Last Man Standing,67000000,All Movies
The Last Legion,67000000,All Movies
The X Files,66000000,All Movies
Entrapment,66000000,All Movies
Hellboy,66000000,All Movies
Jumanji,65000000,All Movies
The Long Kiss Goodnight,65000000,All Movies
I Still Know What You Did Last Summer,65000000,All Movies
You've Got Mail,65000000,All Movies
My Favorite Martian,65000000,All Movies
Eyes Wide Shut,65000000,All Movies
Blue Streak,65000000,All Movies
Total Recall,65000000,All Movies
The Kid,65000000,All Movies
Space Cowboys,65000000,All Movies
A Knight's Tale,65000000,All Movies
The Santa Clause 2,65000000,All Movies
Hudson Hawk,65000000,All Movies
Collateral,65000000,All Movies
Blade: Trinity,65000000,All Movies
Zathura: A Space Adventure,65000000,All Movies
We Are Marshall,65000000,All Movies
Zodiac,65000000,All Movies
300,65000000,All Movies
Sex and the City,65000000,All Movies
Step Brothers,65000000,All Movies
Astro Boy,65000000,All Movies
The Lovely Bones,65000000,All Movies
Random Hearts,64000000,All Movies
Little Man,64000000,All Movies
Get Carter,63600000,All Movies
Wyatt Earp,63000000,All Movies
Jurassic Park,63000000,All Movies
Rambo III,63000000,All Movies
The Matrix,63000000,All Movies
Fight Club,63000000,All Movies
Austin Powers in Goldmember,63000000,All Movies
World Trade Center,63000000,All Movies
The American President,62000000,All Movies
Clear and Present Danger,62000000,All Movies
Lolita,62000000,All Movies
U-571,62000000,All Movies
3000 Miles to Graceland,62000000,All Movies
Matchstick Men,62000000,All Movies
Æon Flux,62000000,All Movies
The Love Guru,62000000,All Movies
Shooter,61000000,All Movies
Perfect Stranger,60795000,All Movies
Heat,60000000,All Movies
Money Train,60000000,All Movies
Under Siege 2: Dark Territory,60000000,All Movies
Interview with the Vampire,60000000,All Movies
Junior,60000000,All Movies
The Relic,60000000,All Movies
Days of Thunder,60000000,All Movies
Jingle All the Way,60000000,All Movies
Event Horizon,60000000,All Movies
Fire Down Below,60000000,All Movies
The Truman Show,60000000,All Movies
The Jackal,60000000,All Movies
The Horse Whisperer,60000000,All Movies
U.S. Marshals,60000000,All Movies
A Perfect Murder,60000000,All Movies
The Avengers,60000000,All Movies
Antz,60000000,All Movies
Psycho,60000000,All Movies
The General's Daughter,60000000,All Movies
Deep Blue Sea,60000000,All Movies
The Messenger: The Story of Joan of Arc,60000000,All Movies
The Green Mile,60000000,All Movies
Far and Away,60000000,All Movies
Rules of Engagement,60000000,All Movies
Almost Famous,60000000,All Movies
15 Minutes,60000000,All Movies
Along Came a Spider,60000000,All Movies
Shrek,60000000,All Movies
Cats & Dogs,60000000,All Movies
A Beautiful Mind,60000000,All Movies
Dragonfly,60000000,All Movies
The Scorpion King,60000000,All Movies
The Bourne Identity,60000000,All Movies
Reign of Fire,60000000,All Movies
Analyze That,60000000,All Movies
Star Trek: Nemesis,60000000,All Movies
Two Weeks Notice,60000000,All Movies
The Core,60000000,All Movies
Daddy Day Care,60000000,All Movies
The Italian Job,60000000,All Movies
Sinbad: Legend of the Seven Seas,60000000,All Movies
Intolerable Cruelty,60000000,All Movies
Runaway Jury,60000000,All Movies
Paycheck,60000000,All Movies
Starsky & Hutch,60000000,All Movies
The Terminal,60000000,All Movies
The Village,60000000,All Movies
Ladder 49,60000000,All Movies
Alfie,60000000,All Movies
After the Sunset,60000000,All Movies
xXx: State of the Union,60000000,All Movies
Doom,60000000,All Movies
Cheaper by the Dozen 2,60000000,All Movies
The Sentinel,60000000,All Movies
Flyboys,60000000,All Movies
Bridge to Terabithia,60000000,All Movies
Norbit,60000000,All Movies
The Heartbreak Kid,60000000,All Movies
Alvin and the Chipmunks,60000000,All Movies
The Happening,60000000,All Movies
Meet Dave,60000000,All Movies
The Spirit,60000000,All Movies
Righteous Kill,60000000,All Movies
Marley & Me,60000000,All Movies
The Tale of Despereaux,60000000,All Movies
Inkheart,60000000,All Movies
Coraline,60000000,All Movies
State of Play,60000000,All Movies
The Soloist,60000000,All Movies
Year One,60000000,All Movies
Invictus,60000000,All Movies
Ice Age,59000000,All Movies
GoldenEye,58000000,All Movies
The Cotton Club,58000000,All Movies
Just Like Heaven,58000000,All Movies
Leatherheads,58000000,All Movies
Did You Hear About the Morgans?,58000000,All Movies
Demolition Man,57000000,All Movies
DragonHeart,57000000,All Movies
The Devil's Advocate,57000000,All Movies
The Mexican,57000000,All Movies
Captain Corelli's Mandolin,57000000,All Movies
Rock Star,57000000,All Movies
Thunderbirds,57000000,All Movies
Elizabethtown,57000000,All Movies
Gods and Generals,56000000,All Movies
Walking Tall,56000000,All Movies
The Pacifier,56000000,All Movies
Pocahontas,55000000,All Movies
First Knight,55000000,All Movies
Disclosure,55000000,All Movies
Stargate,55000000,All Movies
Forrest Gump,55000000,All Movies
Executive Decision,55000000,All Movies
The Fan,55000000,All Movies
Evita,55000000,All Movies
Turbulence,55000000,All Movies
Metro,55000000,All Movies
City of Angels,55000000,All Movies
Ronin,55000000,All Movies
Superman,55000000,All Movies
Any Given Sunday,55000000,All Movies
Death Becomes Her,55000000,All Movies
Shanghai Noon,55000000,All Movies
Meet the Parents,55000000,All Movies
Ishtar,55000000,All Movies
Tango & Cash,55000000,All Movies
Maid in Manhattan,55000000,All Movies
The Hunted,55000000,All Movies
American Wedding,55000000,All Movies
Stuck on You,55000000,All Movies
D-Tox,55000000,All Movies
Flightplan,55000000,All Movies
16 Blocks,55000000,All Movies
The Pursuit of Happyness,55000000,All Movies
All the King's Men,55000000,All Movies
3:10 to Yuma,55000000,All Movies
Elizabeth: The Golden Age,55000000,All Movies
The Forbidden Kingdom,55000000,All Movies
City of Ember,55000000,All Movies
Changeling,55000000,All Movies
Seven Pounds,55000000,All Movies
The Nutty Professor,54000000,All Movies
101 Dalmatians,54000000,All Movies
The Godfather: Part III,54000000,All Movies
Superman II,54000000,All Movies
Blade II,54000000,All Movies
Gigli,54000000,All Movies
V for Vendetta,54000000,All Movies
"You, Me and Dupree",54000000,All Movies
Crimson Tide,53000000,All Movies
Anastasia,53000000,All Movies
Blow,53000000,All Movies
Angel Eyes,53000000,All Movies
Be Cool,53000000,All Movies
Law Abiding Citizen,53000000,All Movies
Moulin Rouge!,52500000,All Movies
Casino,52000000,All Movies
Apollo 13,52000000,All Movies
The Thin Red Line,52000000,All Movies
Erin Brockovich,52000000,All Movies
Catch Me If You Can,52000000,All Movies
Hostage,52000000,All Movies
The Break-Up,52000000,All Movies
Mamma Mia!,52000000,All Movies
Eastern Promises,51500000,All Movies
The Bachelor,51000000,All Movies
"Me, Myself & Irene",51000000,All Movies
Barnyard,51000000,All Movies
Assassins,50000000,All Movies
Fair Game,50000000,All Movies
Broken Arrow,50000000,All Movies
Jade,50000000,All Movies
Casper,50000000,All Movies
Congo,50000000,All Movies
The Scarlet Letter,50000000,All Movies
Outbreak,50000000,All Movies
Beverly Hills Cop III,50000000,All Movies
Terminal Velocity,50000000,All Movies
Striptease,50000000,All Movies
Chain Reaction,50000000,All Movies
Escape from L.A.,50000000,All Movies
The Chamber,50000000,All Movies
The Ghost and the Darkness,50000000,All Movies
Alien³,50000000,All Movies
Jerry Maguire,50000000,All Movies
Absolute Power,50000000,All Movies
G.I. Jane,50000000,All Movies
The Game,50000000,All Movies
Mad City,50000000,All Movies
As Good as It Gets,50000000,All Movies
Gremlins 2: The New Batch,50000000,All Movies
The Negotiator,50000000,All Movies
Santa Claus: The Movie,50000000,All Movies
Patch Adams,50000000,All Movies
The Mod Squad,50000000,All Movies
The Story of Us,50000000,All Movies
The Hurricane,50000000,All Movies
Annie,50000000,All Movies
Exit Wounds,50000000,All Movies
Don't Say a Word,50000000,All Movies
Baby's Day Out,50000000,All Movies
Murder by Numbers,50000000,All Movies
Unfaithful,50000000,All Movies
Mr. Deeds,50000000,All Movies
Blood Work,50000000,All Movies
How to Lose a Guy in 10 Days,50000000,All Movies
Shanghai Knights,50000000,All Movies
The Life of David Gale,50000000,All Movies
Basic,50000000,All Movies
Out of Time,50000000,All Movies
The Big Bounce,50000000,All Movies
Twisted,50000000,All Movies
On Deadly Ground,50000000,All Movies
Raising Helen,50000000,All Movies
Garfield,50000000,All Movies
Shall We Dance?,50000000,All Movies
Bridget Jones: The Edge of Reason,50000000,All Movies
The Ring Two,50000000,All Movies
The Life Aquatic with Steve Zissou,50000000,All Movies
The Hitchhiker's Guide to the Galaxy,50000000,All Movies
The Adventures of Sharkboy and Lavagirl,50000000,All Movies
Herbie Fully Loaded,50000000,All Movies
The Dukes of Hazzard,50000000,All Movies
Domino,50000000,All Movies
Oliver Twist,50000000,All Movies
Into the Blue,50000000,All Movies
Stay,50000000,All Movies
Syriana,50000000,All Movies
Underworld: Evolution,50000000,All Movies
Curious George,50000000,All Movies
Failure to Launch,50000000,All Movies
The Shaggy Dog,50000000,All Movies
Silent Hill,50000000,All Movies
RV,50000000,All Movies
The Ant Bully,50000000,All Movies
The Black Dahlia,50000000,All Movies
Perfume: The Story of a Murderer,50000000,All Movies
Hannibal Rising,50000000,All Movies
Sunshine,50000000,All Movies
Goya's Ghosts,50000000,All Movies
Hairspray,50000000,All Movies
Sweeney Todd: The Demon Barber of Fleet Street,50000000,All Movies
Rambo,50000000,All Movies
Outlander,50000000,All Movies
The International,50000000,All Movies
Street Fighter: The Legend of Chun-Li,50000000,All Movies
Knowing,50000000,All Movies
The Boat That Rocked,50000000,All Movies
Race to Witch Mountain,50000000,All Movies
Gamer,50000000,All Movies
The Twilight Saga: New Moon,50000000,All Movies
Basic Instinct,49000000,All Movies
The One,49000000,All Movies
The Adventures of Ford Fairlane,49000000,All Movies
Super Mario Bros.,48000000,All Movies
Robin Hood: Prince of Thieves,48000000,All Movies
Indiana Jones and the Last Crusade,48000000,All Movies
Out of Sight,48000000,All Movies
The Thomas Crown Affair,48000000,All Movies
Bedazzled,48000000,All Movies
Traffic,48000000,All Movies
Rat Race,48000000,All Movies
Riding in Cars with Boys,48000000,All Movies
K-PAX,48000000,All Movies
Panic Room,48000000,All Movies
The Ring,48000000,All Movies
Scary Movie 3,48000000,All Movies
Mary Reilly,47000000,All Movies
The Cable Guy,47000000,All Movies
Dick Tracy,47000000,All Movies
The Bonfire of the Vanities,47000000,All Movies
Solaris,47000000,All Movies
1492: Conquest of Paradise,47000000,All Movies
Happily N'Ever After,47000000,All Movies
The Adventures of Baron Munchausen,46630000,All Movies
The Flintstones,46000000,All Movies
Courage Under Fire,46000000,All Movies
Star Trek: First Contact,46000000,All Movies
Shaft,46000000,All Movies
Insomnia,46000000,All Movies
Showgirls,45000000,All Movies
Mary Shelley's Frankenstein,45000000,All Movies
The Specialist,45000000,All Movies
The Client,45000000,All Movies
I Love Trouble,45000000,All Movies
The Lion King,45000000,All Movies
The Phantom,45000000,All Movies
Jack,45000000,All Movies
Tin Cup,45000000,All Movies
Shadow Conspiracy,45000000,All Movies
Liar Liar,45000000,All Movies
Anaconda,45000000,All Movies
Deep Rising,45000000,All Movies
Blade,45000000,All Movies
The Pelican Brief,45000000,All Movies
Universal Soldier: The Return,45000000,All Movies
Galaxy Quest,45000000,All Movies
Patriot Games,45000000,All Movies
Chicken Run,45000000,All Movies
Coyote Ugly,45000000,All Movies
Miss Congeniality,45000000,All Movies
Scary Movie 2,45000000,All Movies
Training Day,45000000,All Movies
Intersection,45000000,All Movies
Changing Lanes,45000000,All Movies
Chicago,45000000,All Movies
"Legally Blonde 2: Red, White & Blonde",45000000,All Movies
Taking Lives,45000000,All Movies
Resident Evil: Apocalypse,45000000,All Movies
Surviving Christmas,45000000,All Movies
Flight of the Phoenix,45000000,All Movies
Unleashed,45000000,All Movies
Kicking & Screaming,45000000,All Movies
Rebound,45000000,All Movies
Four Brothers,45000000,All Movies
"Yours, Mine & Ours",45000000,All Movies
The Producers,45000000,All Movies
Last Holiday,45000000,All Movies
Firewall,45000000,All Movies
Inside Man,45000000,All Movies
Scary Movie 4,45000000,All Movies
Pathfinder,45000000,All Movies
Resident Evil: Extinction,45000000,All Movies
Love in the Time of Cholera,45000000,All Movies
The Bucket List,45000000,All Movies
Journey to the Center of the Earth,45000000,All Movies
Death Race,45000000,All Movies
Bangkok Dangerous,45000000,All Movies
Miracle at St. Anna,45000000,All Movies
Aliens in the Attic,45000000,All Movies
Nixon,44000000,All Movies
The Fugitive,44000000,All Movies
Sleepers,44000000,All Movies
Rambo: First Blood Part II,44000000,All Movies
Battlefield Earth,44000000,All Movies
Heaven's Gate,44000000,All Movies
Finding Forrester,43000000,All Movies
The Sweetest Thing,43000000,All Movies
Elektra,43000000,All Movies
Monster-in-Law,43000000,All Movies
The Skeleton Key,43000000,All Movies
Strange Days,42000000,All Movies
The Firm,42000000,All Movies
The Rocketeer,42000000,All Movies
Rocky V,42000000,All Movies
Notting Hill,42000000,All Movies
Reindeer Games,42000000,All Movies
Original Sin,42000000,All Movies
High Crimes,42000000,All Movies
Along Came Polly,42000000,All Movies
The Forgotten,42000000,All Movies
Lord of War,42000000,All Movies
Ponyo,41677699,All Movies
The Whole Nine Yards,41300000,All Movies
8 Mile,41000000,All Movies
"I Love You, Man",41000000,All Movies
Trading Places,40600000,All Movies
Boomerang,40000000,All Movies
Color of Night,40000000,All Movies
In the Line of Fire,40000000,All Movies
Renaissance Man,40000000,All Movies
Sliver,40000000,All Movies
A Time to Kill,40000000,All Movies
The Island of Dr. Moreau,40000000,All Movies
Dracula,40000000,All Movies
The Preacher's Wife,40000000,All Movies
The Last of the Mohicans,40000000,All Movies
Spawn,40000000,All Movies
The Rainmaker,40000000,All Movies
Quest for Camelot,40000000,All Movies
Small Soldiers,40000000,All Movies
Back to the Future Part II,40000000,All Movies
Back to the Future Part III,40000000,All Movies
Dune,40000000,All Movies
Honey I Blew Up the Kid,40000000,All Movies
The Little Mermaid,40000000,All Movies
Nothing but Trouble,40000000,All Movies
A Few Good Men,40000000,All Movies
8MM,40000000,All Movies
The Sixth Sense,40000000,All Movies
The Talented Mr. Ripley,40000000,All Movies
A League of Their Own,40000000,All Movies
Scream 3,40000000,All Movies
The Beach,40000000,All Movies
Hanging Up,40000000,All Movies
JFK,40000000,All Movies
The Art of War,40000000,All Movies
Pay It Forward,40000000,All Movies
The Living Daylights,40000000,All Movies
Sweet November,40000000,All Movies
For the Boys,40000000,All Movies
The Musketeer,40000000,All Movies
Big Trouble,40000000,All Movies
Shallow Hal,40000000,All Movies
Behind Enemy Lines,40000000,All Movies
Life or Something Like It,40000000,All Movies
FearDotCom,40000000,All Movies
City By The Sea,40000000,All Movies
Extreme Ops,40000000,All Movies
Pinocchio,40000000,All Movies
Johnny English,40000000,All Movies
Memoirs of an Invisible Man,40000000,All Movies
Duplex,40000000,All Movies
Love Actually,40000000,All Movies
Gothika,40000000,All Movies
Cheaper by the Dozen,40000000,All Movies
Torque,40000000,All Movies
Secret Window,40000000,All Movies
The Whole Ten Yards,40000000,All Movies
Enemy Mine,40000000,All Movies
The Princess Diaries 2: Royal Engagement,40000000,All Movies
Ray,40000000,All Movies
Havana,40000000,All Movies
Sin City,40000000,All Movies
House of Wax,40000000,All Movies
Wedding Crashers,40000000,All Movies
Corpse Bride,40000000,All Movies
Get Rich or Die Tryin',40000000,All Movies
Rent,40000000,All Movies
Big Momma's House 2,40000000,All Movies
Eight Below,40000000,All Movies
The Lake House,40000000,All Movies
Marie Antoinette,40000000,All Movies
Black Gold,40000000,All Movies
The Illusionist,40000000,All Movies
The Wicker Man,40000000,All Movies
Apocalypto,40000000,All Movies
Stormbreaker,40000000,All Movies
The Prestige,40000000,All Movies
Music and Lyrics,40000000,All Movies
The Reaping,40000000,All Movies
Aliens vs Predator: Requiem,40000000,All Movies
The Water Horse,40000000,All Movies
Vantage Point,40000000,All Movies
Pirates,40000000,All Movies
Made of Honor,40000000,All Movies
The Children of Huang Shi,40000000,All Movies
The Express,40000000,All Movies
He's Just Not That Into You,40000000,All Movies
Confessions of a Shopaholic,40000000,All Movies
The Proposal,40000000,All Movies
Julie & Julia,40000000,All Movies
Christopher Columbus: The Discovery,40000000,All Movies
The Final Destination,40000000,All Movies
Whiteout,40000000,All Movies
Shorts,40000000,All Movies
Amelia,40000000,All Movies
Cirque du Freak: The Vampire's Assistant,40000000,All Movies
Fantastic Mr. Fox,40000000,All Movies
Ninja Assassin,40000000,All Movies
Superman III,39000000,All Movies
Coming to America,39000000,All Movies
Against the Ropes,39000000,All Movies
Serenity,39000000,All Movies
Shoot 'Em Up,39000000,All Movies
The Time Traveler's Wife,39000000,All Movies
White Squall,38000000,All Movies
Star Trek: Generations,38000000,All Movies
James and the Giant Peach,38000000,All Movies
Extreme Measures,38000000,All Movies
The Doors,38000000,All Movies
My Best Friend's Wedding,38000000,All Movies
MouseHunt,38000000,All Movies
Indecent Proposal,38000000,All Movies
The Deep End of the Ocean,38000000,All Movies
Ride with the Devil,38000000,All Movies
Sister Act 2: Back in the Habit,38000000,All Movies
The Ninth Gate,38000000,All Movies
The Fast and the Furious,38000000,All Movies
Another 48 Hrs.,38000000,All Movies
Enough,38000000,All Movies
Spy Kids 2: The Island of Lost Dreams,38000000,All Movies
Spy Kids 3-D: Game Over,38000000,All Movies
Pulse,38000000,All Movies
Virgin Territory,38000000,All Movies
Push,38000000,All Movies
The Ugly Truth,38000000,All Movies
The Rescuers Down Under,37931000,All Movies
Freedomland,37665000,All Movies
Switchback,37000000,All Movies
Howard the Duck,37000000,All Movies
Ghostbusters II,37000000,All Movies
Magnolia,37000000,All Movies
The Princess Diaries,37000000,All Movies
13 Going on 30,37000000,All Movies
White Chicks,37000000,All Movies
Nim's Island,37000000,All Movies
Space Chimps,37000000,All Movies
Burn After Reading,37000000,All Movies
Twilight,37000000,All Movies
The Inhabited Island,36500000,All Movies
Matilda,36000000,All Movies
The People vs. Larry Flynt,36000000,All Movies
Breakdown,36000000,All Movies
Gattaca,36000000,All Movies
Amistad,36000000,All Movies
Isn't She Great,36000000,All Movies
John Q,36000000,All Movies
A Man Apart,36000000,All Movies
Never Say Never Again,36000000,All Movies
At Play in the Fields of the Lord,36000000,All Movies
Winged Migration,35866397,All Movies
Sudden Death,35000000,All Movies
Species,35000000,All Movies
The Swan Princess,35000000,All Movies
Little Buddha,35000000,All Movies
Street Fighter,35000000,All Movies
Geronimo: An American Legend,35000000,All Movies
Batman,35000000,All Movies
The Horseman on the Roof,35000000,All Movies
Cape Fear,35000000,All Movies
Star Trek: The Motion Picture,35000000,All Movies
Under Siege,35000000,All Movies
Donnie Brasco,35000000,All Movies
Anna Karenina,35000000,All Movies
L.A. Confidential,35000000,All Movies
For Richer or Poorer,35000000,All Movies
Midnight in the Garden of Good and Evil,35000000,All Movies
Species II,35000000,All Movies
Lethal Weapon 3,35000000,All Movies
Willow,35000000,All Movies
Blast from the Past,35000000,All Movies
RoboCop 2,35000000,All Movies
Predator 2,35000000,All Movies
What About Bob?,35000000,All Movies
